0;0;0;0;1;0;0;0;0;0;0;0;0;69;
0;0;0;1;0;0;0;0;0;0;0;0;0;78;
0;0;0;1;1;0;0;0;0;0;0;0;0;65;
0;0;1;0;0;0;0;0;0;0;0;0;0;73;
0;0;1;0;1;0;0;0;0;0;0;0;0;84;
0;0;1;1;0;0;0;0;0;0;0;0;0;68;
0;0;1;1;1;0;0;0;0;0;0;0;0;66;
0;1;0;0;0;0;0;0;0;0;0;0;0;83;
0;1;0;0;1;0;0;0;0;0;0;0;0;72;
0;1;0;1;0;0;0;0;0;0;0;0;0;85;
0;1;0;1;1;0;0;0;0;0;0;0;0;87;
0;1;1;0;0;0;0;0;0;0;0;0;0;76;
0;1;1;0;1;0;0;0;0;0;0;0;0;70;
0;1;1;1;0;0;0;0;0;0;0;0;0;75;
0;1;1;1;1;0;0;0;0;0;0;0;0;88;
1;0;0;0;0;0;0;0;0;0;0;0;0;82;
1;0;0;0;1;0;0;0;0;0;0;0;0;67;
1;0;0;1;0;0;0;0;0;0;0;0;0;71;
1;0;0;1;1;0;0;0;0;0;0;0;0;90;
1;0;1;0;0;0;0;0;0;0;0;0;0;77;
1;0;1;0;1;0;0;0;0;0;0;0;0;80;
1;0;1;1;0;0;0;0;0;0;0;0;0;86;
1;0;1;1;1;0;0;0;0;0;17;18;0;81;
1;1;0;0;0;0;0;0;0;0;0;0;0;79;
1;1;0;0;1;0;0;0;0;0;0;0;0;81;
1;1;0;1;0;0;0;0;0;0;0;0;0;74;
1;1;0;1;1;0;0;0;0;0;17;18;0;80;
1;1;1;0;0;0;0;0;0;0;0;0;0;89;
1;1;1;0;1;0;0;0;0;0;17;18;0;89;
1;1;1;1;0;0;0;0;0;0;17;18;0;83;
0;0;0;0;1;0;0;0;0;1;0;0;16;69;
0;0;0;1;0;0;0;0;0;1;0;0;16;78;
0;0;0;1;1;0;0;0;0;1;0;0;16;65;
0;0;1;0;0;0;0;0;0;1;0;0;16;73;
0;0;1;0;1;0;0;0;0;1;0;0;16;84;
0;0;1;1;0;0;0;0;0;1;0;0;16;68;
0;0;1;1;1;0;0;0;0;1;0;0;16;66;
0;1;0;0;0;0;0;0;0;1;0;0;16;83;
0;1;0;0;1;0;0;0;0;1;0;0;16;72;
0;1;0;1;0;0;0;0;0;1;0;0;16;85;
0;1;0;1;1;0;0;0;0;1;0;0;16;87;
0;1;1;0;0;0;0;0;0;1;0;0;16;76;
0;1;1;0;1;0;0;0;0;1;0;0;16;70;
0;1;1;1;0;0;0;0;0;1;0;0;16;75;
0;1;1;1;1;0;0;0;0;1;0;0;16;88;
1;0;0;0;0;0;0;0;0;1;0;0;16;82;
1;0;0;0;1;0;0;0;0;1;0;0;16;67;
1;0;0;1;0;0;0;0;0;1;0;0;16;71;
1;0;0;1;1;0;0;0;0;1;0;0;16;90;
1;0;1;0;0;0;0;0;0;1;0;0;16;77;
1;0;1;0;1;0;0;0;0;1;0;0;16;80;
1;0;1;1;0;0;0;0;0;1;0;0;16;86;
1;0;1;1;1;0;0;0;0;1;17;18;16;81;
1;1;0;0;0;0;0;0;0;1;0;0;16;79;
1;1;0;0;1;0;0;0;0;1;0;0;16;81;
1;1;0;1;0;0;0;0;0;1;0;0;16;74;
1;1;0;1;1;0;0;0;0;1;17;18;16;80;
1;1;1;0;0;0;0;0;0;1;0;0;16;89;
1;1;1;0;1;0;0;0;0;1;17;18;16;89;
0;0;0;0;1;0;0;0;1;0;0;0;0;49;
0;0;0;1;0;0;0;0;1;0;0;0;0;50;
0;0;1;0;0;0;0;0;1;0;0;0;0;51;
0;1;0;0;0;0;0;0;1;0;0;0;0;52;
1;0;0;0;0;0;0;0;1;0;0;0;0;53;
0;0;0;1;1;0;0;0;1;0;0;0;0;54;
0;0;1;0;1;0;0;0;1;0;0;0;0;55;
0;0;1;1;0;0;0;0;1;0;0;0;0;56;
0;1;0;0;1;0;0;0;1;0;0;0;0;57;
0;1;0;1;0;0;0;0;1;0;0;0;0;48;
0;1;1;0;0;0;0;0;1;0;0;0;16;61;
1;0;0;0;1;0;0;0;1;0;0;0;0;45;
1;0;0;1;0;0;0;0;1;0;0;0;16;56;
1;0;1;0;0;0;0;0;1;0;0;0;16;54;
1;1;0;0;0;0;0;0;1;0;0;0;0;44;
0;0;1;1;1;0;0;0;1;0;0;0;0;46;
0;1;0;1;1;0;0;0;1;0;0;0;16;44;
0;1;1;0;1;0;0;0;1;0;0;0;16;46;
0;1;1;1;0;0;0;0;1;0;0;0;16;128;
0;0;0;0;1;0;0;1;0;0;0;0;0;47;
0;0;0;1;0;0;0;1;0;0;0;0;0;61;
0;0;1;0;0;0;0;1;0;0;0;0;16;53;
0;1;0;0;0;0;0;1;0;0;0;0;16;57;
1;0;0;0;0;0;0;1;0;0;0;0;16;48;
0;0;0;1;1;0;0;1;0;0;0;0;0;91;
0;0;1;0;1;0;0;1;0;0;0;0;0;93;
0;0;1;1;0;0;0;1;0;0;0;0;16;91;
0;1;0;0;1;0;0;1;0;0;0;0;16;93;
0;1;0;1;0;0;0;1;0;0;17;18;16;59;
0;1;1;0;0;0;0;1;0;0;0;0;16;49;
1;0;0;0;1;0;0;1;0;0;0;0;16;47;
1;0;0;1;0;0;0;1;0;0;0;0;16;129;
1;0;1;0;0;0;0;1;0;0;17;18;16;83;
1;1;0;0;0;0;0;1;0;0;0;0;16;52;
0;0;1;1;1;0;0;1;0;0;0;0;16;55;
0;1;0;1;1;0;0;1;0;0;17;18;0;129;
0;1;1;0;1;0;0;1;0;0;0;0;0;128;
0;1;1;1;0;0;0;1;0;0;0;0;0;92;
1;0;0;1;1;0;0;1;0;0;0;0;16;50;
1;0;1;0;1;0;0;1;0;0;17;18;0;53;
1;0;1;1;0;0;0;1;0;0;0;0;16;51;
1;1;0;0;1;0;0;1;0;0;0;0;0;129;
1;1;0;1;0;0;0;1;0;0;0;0;16;92;
1;1;1;0;0;0;0;1;0;0;0;0;0;59;
0;1;1;1;1;0;0;1;0;0;0;0;16;59;
1;1;1;1;0;0;0;1;0;0;0;0;16;45;
0;0;0;0;0;0;1;0;0;0;0;0;0;32;
0;0;0;0;0;1;0;0;0;0;0;0;0;10;
0;0;0;0;0;0;0;0;1;1;0;0;0;8;
0;0;0;0;0;0;0;1;0;1;0;0;0;127;
0;0;0;0;0;0;0;1;1;0;0;0;0;16;
0;0;0;0;0;0;1;0;0;1;0;0;0;17;
0;0;0;0;0;0;1;0;1;0;0;0;0;18;
0;0;0;0;0;0;1;1;0;0;0;0;0;9;
0;0;0;0;0;1;0;0;0;1;0;0;0;27;
0;0;0;0;0;1;0;0;1;0;0;0;0;155;
0;0;0;0;0;1;0;1;0;0;0;0;0;36;
0;0;0;0;0;1;1;0;0;0;0;0;0;35;
0;0;0;0;0;0;0;1;1;1;0;0;0;33;
0;0;0;0;0;0;1;0;1;1;0;0;0;34;
0;0;0;0;0;0;1;1;0;1;0;0;0;154;
