0;0;0;0;0;1;0;0;0;0;13;0;0;0;10;
0;0;0;0;0;0;0;0;1;1;8;0;0;0;8;
0;0;0;0;0;0;0;1;1;0;9;0;0;0;16;
0;0;0;0;0;0;1;0;0;1;27;0;0;0;17;
1;0;1;0;1;0;0;1;0;0;128;17;18;0;53;
1;0;1;0;0;0;0;1;0;0;167;17;18;16;83;
0;1;0;1;0;0;0;1;0;0;176;17;18;16;59;
0;1;0;1;1;0;0;1;0;0;180;17;18;0;129;
1;0;1;1;1;0;0;0;0;1;196;17;18;16;81;
1;1;1;0;1;0;0;0;0;1;220;17;18;16;89;
1;1;0;0;1;0;0;0;0;0;223;0;0;0;81;
1;0;1;1;1;0;0;0;0;0;228;17;18;0;81;
1;1;0;1;1;0;0;0;0;0;246;17;18;0;80;
1;1;1;0;1;0;0;0;0;0;252;17;18;0;89;
1;1;0;1;1;0;0;0;0;1;214;17;18;16;80;
0;0;0;0;1;0;0;0;0;0;101;0;0;0;69;
0;0;0;1;0;0;0;0;0;0;110;0;0;0;78;
0;0;0;1;1;0;0;0;0;0;97;0;0;0;65;
0;0;1;0;0;0;0;0;0;0;105;0;0;0;73;
0;0;1;0;1;0;0;0;0;0;116;0;0;0;84;
0;0;1;1;0;0;0;0;0;0;100;0;0;0;68;
0;0;1;1;1;0;0;0;0;0;98;0;0;0;66;
0;1;0;0;0;0;0;0;0;0;115;0;0;0;83;
0;1;0;0;1;0;0;0;0;0;104;0;0;0;72;
0;1;0;1;0;0;0;0;0;0;117;0;0;0;85;
0;1;0;1;1;0;0;0;0;0;119;0;0;0;87;
0;1;1;0;0;0;0;0;0;0;108;0;0;0;76;
0;1;1;0;1;0;0;0;0;0;102;0;0;0;70;
0;1;1;1;0;0;0;0;0;0;107;0;0;0;75;
0;1;1;1;1;0;0;0;0;0;120;0;0;0;88;
1;0;0;0;0;0;0;0;0;0;114;0;0;0;82;
1;0;0;0;1;0;0;0;0;0;99;0;0;0;67;
1;0;0;1;0;0;0;0;0;0;103;0;0;0;71;
1;0;0;1;1;0;0;0;0;0;122;0;0;0;90;
1;0;1;0;0;0;0;0;0;0;109;0;0;0;77;
1;0;1;0;1;0;0;0;0;0;112;0;0;0;80;
1;0;1;1;0;0;0;0;0;0;118;0;0;0;86;
1;1;0;0;0;0;0;0;0;0;111;0;0;0;79;
1;1;0;1;0;0;0;0;0;0;106;0;0;0;74;
1;1;1;0;0;0;0;0;0;0;121;0;0;0;89;
1;1;1;1;0;0;0;0;0;0;113;17;18;0;83;
0;0;0;0;1;0;0;0;0;1;69;0;0;16;69;
0;0;0;1;0;0;0;0;0;1;78;0;0;16;78;
0;0;0;1;1;0;0;0;0;1;65;0;0;16;65;
0;0;1;0;0;0;0;0;0;1;73;0;0;16;73;
0;0;1;0;1;0;0;0;0;1;84;0;0;16;84;
0;0;1;1;0;0;0;0;0;1;68;0;0;16;68;
0;0;1;1;1;0;0;0;0;1;66;0;0;16;66;
0;1;0;0;0;0;0;0;0;1;83;0;0;16;83;
0;1;0;0;1;0;0;0;0;1;72;0;0;16;72;
0;1;0;1;0;0;0;0;0;1;85;0;0;16;85;
0;1;0;1;1;0;0;0;0;1;87;0;0;16;87;
0;1;1;0;0;0;0;0;0;1;76;0;0;16;76;
0;1;1;0;1;0;0;0;0;1;70;0;0;16;70;
0;1;1;1;0;0;0;0;0;1;75;0;0;16;75;
0;1;1;1;1;0;0;0;0;1;88;0;0;16;88;
1;0;0;0;0;0;0;0;0;1;82;0;0;16;82;
1;0;0;0;1;0;0;0;0;1;67;0;0;16;67;
1;0;0;1;0;0;0;0;0;1;71;0;0;16;71;
1;0;0;1;1;0;0;0;0;1;90;0;0;16;90;
1;0;1;0;0;0;0;0;0;1;77;0;0;16;77;
1;0;1;0;1;0;0;0;0;1;80;0;0;16;80;
1;0;1;1;0;0;0;0;0;1;86;0;0;16;86;
1;1;0;0;0;0;0;0;0;1;79;0;0;16;79;
1;1;0;0;1;0;0;0;0;1;81;0;0;16;81;
1;1;0;1;0;0;0;0;0;1;74;0;0;16;74;
1;1;1;0;0;0;0;0;0;1;89;0;0;16;89;
0;0;0;0;1;0;0;0;1;0;49;0;0;0;49;
0;0;0;1;0;0;0;0;1;0;50;0;0;0;50;
0;0;1;0;0;0;0;0;1;0;51;0;0;0;51;
0;1;0;0;0;0;0;0;1;0;52;0;0;0;52;
1;0;0;0;0;0;0;0;1;0;53;0;0;0;53;
0;0;0;1;1;0;0;0;1;0;54;0;0;0;54;
