0;0;1;0;1;0;0;0;1;0;55;0;0;0;55;
0;0;1;1;0;0;0;0;1;0;56;0;0;0;56;
0;1;0;0;1;0;0;0;1;0;57;0;0;0;57;
0;1;0;1;0;0;0;0;1;0;48;0;0;0;48;
0;1;1;0;0;0;0;0;1;0;43;0;0;16;61;
1;0;0;0;1;0;0;0;1;0;45;0;0;0;45;
1;0;0;1;0;0;0;0;1;0;42;0;0;16;56;
1;0;1;0;0;0;0;0;1;0;94;0;0;16;54;
1;1;0;0;0;0;0;0;1;0;44;0;0;0;44;
0;0;1;1;1;0;0;0;1;0;46;0;0;0;46;
0;1;0;1;1;0;0;0;1;0;60;0;0;16;44;
0;1;1;0;1;0;0;0;1;0;62;0;0;16;46;
0;1;1;1;0;0;0;0;1;0;126;0;0;16;128;
0;0;0;0;1;0;0;1;0;0;47;0;0;0;47;
0;0;0;1;0;0;0;1;0;0;61;0;0;0;61;
0;0;1;0;0;0;0;1;0;0;37;0;0;16;53;
0;1;0;0;0;0;0;1;0;0;40;0;0;16;57;
1;0;0;0;0;0;0;1;0;0;41;0;0;16;48;
0;0;0;1;1;0;0;1;0;0;91;0;0;0;91;
0;0;1;0;1;0;0;1;0;0;93;0;0;0;93;
0;0;1;1;0;0;0;1;0;0;123;0;0;16;91;
0;1;0;0;1;0;0;1;0;0;125;0;0;16;93;
0;1;1;0;0;0;0;1;0;0;33;0;0;16;49;
1;0;0;0;1;0;0;1;0;0;63;0;0;16;47;
1;0;0;1;0;0;0;1;0;0;34;0;0;16;129;
1;1;0;0;0;0;0;1;0;0;36;0;0;16;52;
0;0;1;1;1;0;0;1;0;0;38;0;0;16;55;
0;1;1;0;1;0;0;1;0;0;96;0;0;0;128;
0;1;1;1;0;0;0;1;0;0;92;0;0;0;92;
1;0;0;1;1;0;0;1;0;0;64;0;0;16;50;
1;0;1;1;0;0;0;1;0;0;35;0;0;16;51;
1;1;0;0;1;0;0;1;0;0;39;0;0;0;129;
1;1;0;1;0;0;0;1;0;0;124;0;0;16;92;
1;1;1;0;0;0;0;1;0;0;59;0;0;0;59;
0;1;1;1;1;0;0;1;0;0;58;0;0;16;59;
1;1;1;1;0;0;0;1;0;0;95;0;0;16;45;
0;0;0;0;0;0;1;0;0;0;32;0;0;0;32;
