0;0;0;0;1;0;0;0;0;0;0;101
0;0;0;1;0;0;0;0;0;0;110
0;0;0;1;1;0;0;0;0;0;97
0;0;1;0;0;0;0;0;0;0;105
0;0;1;0;1;0;0;0;0;0;116
0;0;1;1;0;0;0;0;0;0;100
0;0;1;1;1;0;0;0;0;0;98
0;1;0;0;0;0;0;0;0;0;115
0;1;0;0;1;0;0;0;0;0;104
0;1;0;1;0;0;0;0;0;0;117
0;1;0;1;1;0;0;0;0;0;119
0;1;1;0;0;0;0;0;0;0;108
0;1;1;0;1;0;0;0;0;0;102
0;1;1;1;0;0;0;0;0;0;107
0;1;1;1;1;0;0;0;0;0;120
1;0;0;0;0;0;0;0;0;0;114
1;0;0;0;1;0;0;0;0;0;99
1;0;0;1;0;0;0;0;0;0;103
1;0;0;1;1;0;0;0;0;0;122
1;0;1;0;0;0;0;0;0;0;109
1;0;1;0;1;0;0;0;0;0;112
1;0;1;1;0;0;0;0;0;0;118
1;0;1;1;1;0;0;0;0;0;228
1;1;0;0;0;0;0;0;0;0;111
1;1;0;0;1;0;0;0;0;0;223
1;1;0;1;0;0;0;0;0;0;106
1;1;0;1;1;0;0;0;0;0;246
1;1;1;0;0;0;0;0;0;0;121
1;1;1;0;1;0;0;0;0;0;252
1;1;1;1;0;0;0;0;0;0;113
0;0;0;0;1;0;0;0;0;1;69
0;0;0;1;0;0;0;0;0;1;78
0;0;0;1;1;0;0;0;0;1;65
0;0;1;0;0;0;0;0;0;1;73
0;0;1;0;1;0;0;0;0;1;84
0;0;1;1;0;0;0;0;0;1;68
0;0;1;1;1;0;0;0;0;1;66
0;1;0;0;0;0;0;0;0;1;83
0;1;0;0;1;0;0;0;0;1;72
0;1;0;1;0;0;0;0;0;1;85
0;1;0;1;1;0;0;0;0;1;87
0;1;1;0;0;0;0;0;0;1;76
0;1;1;0;1;0;0;0;0;1;70
0;1;1;1;0;0;0;0;0;1;75
0;1;1;1;1;0;0;0;0;1;88
1;0;0;0;0;0;0;0;0;1;82
1;0;0;0;1;0;0;0;0;1;67
1;0;0;1;0;0;0;0;0;1;71
1;0;0;1;1;0;0;0;0;1;90
1;0;1;0;0;0;0;0;0;1;77
1;0;1;0;1;0;0;0;0;1;80
1;0;1;1;0;0;0;0;0;1;86
1;0;1;1;1;0;0;0;0;1;196
1;1;0;0;0;0;0;0;0;1;79
1;1;0;0;1;0;0;0;0;1;81
1;1;0;1;0;0;0;0;0;1;74
1;1;0;1;1;0;0;0;0;1;214
1;1;1;0;0;0;0;0;0;1;89
1;1;1;0;1;0;0;0;0;1;220
0;0;0;0;1;0;0;0;1;0;49
0;0;0;1;0;0;0;0;1;0;50
0;0;1;0;0;0;0;0;1;0;51
0;1;0;0;0;0;0;0;1;0;52
1;0;0;0;0;0;0;0;1;0;53
0;0;0;1;1;0;0;0;1;0;54
0;0;1;0;1;0;0;0;1;0;55
0;0;1;1;0;0;0;0;1;0;56
0;1;0;0;1;0;0;0;1;0;57
0;1;0;1;0;0;0;0;1;0;48
0;1;1;0;0;0;0;0;1;0;43
1;0;0;0;1;0;0;0;1;0;45
1;0;0;1;0;0;0;0;1;0;42
1;0;1;0;0;0;0;0;1;0;94
1;1;0;0;0;0;0;0;1;0;44
0;0;1;1;1;0;0;0;1;0;46
0;1;0;1;1;0;0;0;1;0;60
0;1;1;0;1;0;0;0;1;0;62
0;1;1;1;0;0;0;0;1;0;126
0;0;0;0;1;0;0;1;0;0;47
0;0;0;1;0;0;0;1;0;0;61
0;0;1;0;0;0;0;1;0;0;37
0;1;0;0;0;0;0;1;0;0;40
1;0;0;0;0;0;0;1;0;0;41
0;0;0;1;1;0;0;1;0;0;91
0;0;1;0;1;0;0;1;0;0;93
0;0;1;1;0;0;0;1;0;0;123
0;1;0;0;1;0;0;1;0;0;125
0;1;0;1;0;0;0;1;0;0;176
0;1;1;0;0;0;0;1;0;0;33
1;0;0;0;1;0;0;1;0;0;63
1;0;0;1;0;0;0;1;0;0;34
1;0;1;0;0;0;0;1;0;0;167
1;1;0;0;0;0;0;1;0;0;36
0;0;1;1;1;0;0;1;0;0;38
0;1;0;1;1;0;0;1;0;0;180
0;1;1;0;1;0;0;1;0;0;96
0;1;1;1;0;0;0;1;0;0;92
1;0;0;1;1;0;0;1;0;0;64
1;0;1;0;1;0;0;1;0;0;128
1;0;1;1;0;0;0;1;0;0;35
1;1;0;0;1;0;0;1;0;0;39
1;1;0;1;0;0;0;1;0;0;124
1;1;1;0;0;0;0;1;0;0;59
0;1;1;1;1;0;0;1;0;0;58
1;1;1;1;0;0;0;1;0;0;95
0;0;0;0;0;0;1;0;0;0;32
0;0;0;0;0;1;0;0;0;0;11
0;0;0;0;0;0;0;0;1;1;8
0;0;0;0;0;0;0;1;0;1;127
0;0;0;0;0;0;0;1;1;0;9
0;0;0;0;0;0;1;0;0;1;27
0;0;0;0;0;0;1;0;1;0;2
0;0;0;0;0;0;1;1;0;0;3
